,widths,heights
12698,92,78
12699,184,90
12700,258,95
12701,175,101
12702,111,101
12703,256,107
12704,170,48
12705,63,71
12706,135,118
12707,175,93
12708,146,81
12709,442,111
12710,210,91
12711,188,79
12712,119,76
12713,482,118
12714,104,43
12715,74,97
12716,199,137
12717,15,15
12718,172,156
12719,192,95
12720,229,105
12721,19,33
12722,349,156
12723,297,123
12724,137,40
12725,309,132
12726,312,154
12727,93,48
12728,150,92
12729,274,85
12730,6,7
12731,287,110
12732,123,116
12733,339,133
12734,294,104
12735,72,101
12736,368,145
12737,173,97
12738,158,80
12739,90,83
12740,384,112
12741,14,36
12742,141,81
12743,163,129
12744,263,156
12745,532,95
12746,479,120
12747,206,87
12748,8,7
12749,293,91
12750,430,96
12751,18,52
12752,463,113
12753,372,144
12754,110,101
12755,173,78
12756,182,83
12757,18,55
12758,241,96
12759,416,129
12760,91,78
12761,29,55
12762,345,100
12763,300,106
12764,35,40
12765,124,100
12766,144,94
12767,275,82
12768,500,117
12769,7,8
12770,51,40
12771,85,26
12772,257,68
12773,65,45
12774,273,41
12775,209,65
12776,60,58
12777,64,35
12778,229,47
12779,51,40
12780,67,36
12781,129,46
12782,66,44
12783,147,70
12784,46,42
12785,67,40
12786,101,39
12787,81,61
12788,74,48
12789,273,82
12790,59,36
12791,106,43
12792,22,26
12793,35,18
12794,91,45
12795,124,51
12796,80,61
12797,96,45
12798,66,68
12799,60,23
12800,214,75
12801,188,84
12802,63,44
12803,57,40
12804,88,41
12805,192,45
12806,55,39
12807,88,25
12808,140,80
12809,86,71
12810,128,50
12811,137,51
12812,20,13
12813,40,20
12814,34,38
12815,111,43
12816,111,96
12817,34,30
12818,93,57
12819,137,57
12820,50,42
12821,61,61
12822,186,80
12823,41,42
12824,130,42
12825,19,26
12826,79,42
12827,81,50
12828,54,45
12829,82,24
12830,272,68
12831,129,80
12832,68,68
12833,99,83
12834,201,76
12835,70,78
12836,77,50
12837,144,46
12838,109,44
12839,38,62
12840,226,54
12841,229,52
12842,289,62
12843,16,15
12844,136,71
12845,202,61
12846,168,56
12847,407,53
12848,8,22
12849,133,69
12850,274,119
12851,426,76
12852,223,60
12853,137,57
12854,188,48
12855,242,77
12856,124,77
12857,134,78
12858,210,49
12859,26,55
12860,652,77
12861,129,59
12862,109,49
12863,63,57
12864,182,76
12865,359,85
12866,185,75
12867,212,74
12868,89,89
12869,120,56
12870,260,53
12871,195,78
12872,377,82
12873,58,59
12874,123,62
12875,216,61
12876,6,6
12877,185,58
12878,138,60
12879,156,52
12880,327,55
12881,355,87
12882,78,32
12883,34,24
12884,240,93
12885,509,64
12886,29,21
12887,171,58
12888,30,27
12889,510,58
12890,23,23
12891,469,100
12892,6,6
12893,29,23
12894,143,65
12895,67,56
12896,311,70
12897,62,68
12898,368,84
12899,346,72
12900,95,87
12901,112,68
12902,212,57
12903,436,58
12904,8,6
12905,128,97
12906,283,101
12907,262,93
12908,198,106
12909,14,18
12910,115,118
12911,363,137
12912,147,170
12913,212,145
12914,16,20
12915,138,48
12916,419,97
12917,521,178
12918,20,28
12919,226,50
12920,78,93
12921,124,98
12922,523,138
12923,121,128
12924,491,159
12925,195,96
12926,292,99
12927,8,9
12928,476,157
12929,106,41
12930,129,85
12931,168,76
12932,270,124
12933,120,103
12934,425,148
12935,179,43
12936,392,89
12937,159,38
12938,227,95
12939,188,96
12940,103,84
12941,84,79
12942,196,82
12943,173,179
12944,169,81
12945,167,80
12946,133,110
12947,211,112
12948,24,29
12949,266,150
12950,24,28
12951,241,161
12952,23,29
12953,202,93
12954,26,33
12955,375,139
12956,210,76
12957,340,74
12958,368,98
12959,27,9
12960,181,115
12961,158,141
12962,59,41
12963,326,152
12964,264,99
12965,131,117
12966,101,84
12967,79,79
12968,119,68
12969,230,88
12970,9,9
12971,16,21
12972,128,64
12973,221,84
12974,278,88
12975,305,125
12976,100,132
12977,99,84
12978,240,71
12979,203,72
12980,142,36
12981,81,71
12982,145,41
12983,148,57
12984,32,5
12985,50,34
12986,182,113
12987,280,121
12988,185,67
12989,256,101
12990,240,110
12991,27,32
12992,23,23
12993,209,67
12994,372,87
12995,281,72
12996,532,75
12997,12,12
12998,129,67
12999,283,89
13000,152,41
13001,338,63
13002,93,122
13003,391,87
13004,258,84
13005,337,73
13006,26,26
13007,514,108
13008,120,60
13009,218,108
13010,103,125
13011,135,78
13012,345,66
13013,215,89
13014,376,66
13015,35,8
13016,110,84
13017,483,82
13018,37,24
13019,236,74
13020,17,21
13021,11,11
13022,114,63
13023,195,64
13024,292,60
13025,367,126
13026,286,71
13027,423,69
13028,218,39
13029,304,133
13030,106,70
13031,187,66
13032,96,109
13033,104,69
13034,248,72
13035,223,132
13036,7,10
13037,132,76
13038,611,71
13039,650,62
13040,67,55
13041,124,70
13042,91,73
13043,78,38
13044,73,33
13045,1425,123
13046,80,87
13047,237,112
13048,106,72
13049,61,90
13050,318,95
13051,50,42
13052,157,68
13053,92,69
13054,254,65
13055,34,27
13056,269,114
13057,32,29
13058,123,71
13059,210,72
13060,19,29
13061,38,36
13062,74,64
13063,62,62
13064,113,67
13065,170,84
13066,315,79
13067,152,108
13068,114,95
13069,182,81
13070,241,85
13071,115,70
13072,132,64
13073,105,97
13074,176,95
13075,30,35
13076,178,92
13077,382,133
13078,12,18
13079,28,25
13080,93,70
13081,325,72
13082,19,23
13083,35,33
13084,110,66
13085,144,76
13086,207,64
13087,105,68
13088,203,70
13089,259,74
13090,126,48
13091,80,60
13092,186,68
13093,80,71
13094,65,63
13095,206,133
13096,11,15
13097,30,24
13098,115,69
13099,300,78
13100,276,72
13101,136,71
13102,100,105
13103,92,68
13104,250,116
13105,10,11
13106,142,83
13107,147,70
13108,257,95
13109,139,54
13110,279,144
13111,97,71
13112,126,66
13113,61,64
13114,157,121
13115,12,10
13116,223,78
13117,195,40
13118,189,83
13119,204,86
13120,78,105
13121,19,25
13122,243,76
13123,25,25
13124,189,97
13125,108,88
13126,181,121
13127,81,111
13128,174,94
13129,515,87
13130,179,83
13131,9,8
13132,95,68
13133,177,77
13134,361,111
13135,110,62
13136,116,67
13137,128,64
13138,211,79
13139,107,38
13140,114,81
13141,150,77
13142,215,88
13143,10,8
13144,59,60
13145,139,87
13146,267,73
13147,173,74
13148,13,37
13149,89,69
13150,175,79
13151,150,113
13152,111,75
13153,158,94
13154,157,112
13155,146,94
13156,338,85
13157,10,10
13158,106,63
13159,328,97
13160,176,92
13161,288,93
13162,175,73
13163,117,70
13164,223,75
13165,195,125
13166,243,84
13167,142,83
13168,414,133
13169,328,125
13170,261,43
13171,409,114
13172,7,9
13173,99,71
13174,134,86
13175,258,81
13176,73,102
13177,114,90
13178,372,122
13179,246,44
13180,8,10
13181,88,79
13182,362,96
13183,246,87
13184,124,87
13185,214,89
13186,101,85
13187,94,77
13188,170,89
13189,7,8
13190,95,61
13191,180,47
13192,41,41
13193,238,63
13194,84,67
13195,98,64
13196,117,40
13197,118,43
13198,6,7
13199,12,27
13200,7,50
13201,169,42
13202,45,39
13203,92,47
13204,34,43
13205,64,58
13206,114,41
13207,54,57
13208,76,44
13209,138,62
13210,225,73
13211,7,8
13212,13,26
13213,222,69
13214,79,42
13215,108,44
13216,225,50
13217,106,47
13218,115,94
13219,160,44
13220,5,7
13221,91,59
13222,91,56
13223,152,67
13224,155,42
13225,89,38
13226,373,43
13227,7,8
13228,55,58
13229,187,46
13230,68,47
13231,131,68
13232,227,66
13233,46,39
13234,12,23
13235,201,63
13236,159,44
13237,105,44
13238,6,7
13239,14,28
13240,10,23
13241,37,48
13242,76,38
13243,71,42
13244,163,51
13245,59,38
13246,84,47
13247,169,50
13248,249,50
13249,93,57
13250,56,46
13251,93,43
13252,155,56
13253,98,51
13254,124,65
13255,233,77
13256,37,62
13257,20,42
13258,226,62
13259,218,67
13260,23,37
13261,11,25
13262,51,41
13263,103,51
13264,9,7
13265,151,77
13266,122,66
13267,269,88
13268,163,64
13269,160,60
13270,156,63
13271,218,54
13272,142,49
13273,22,29
13274,64,91
13275,296,92
13276,13,25
13277,254,58
13278,267,67
13279,55,55
13280,108,52
13281,174,58
13282,273,69
13283,6,14
13284,131,59
13285,390,93
13286,18,27
13287,129,25
13288,69,55
13289,416,66
13290,404,44
13291,11,11
13292,87,54
13293,314,73
13294,72,49
13295,184,86
13296,57,59
13297,109,61
13298,421,62
13299,162,55
13300,78,48
13301,138,63
13302,154,57
13303,298,94
13304,30,22
13305,385,67
13306,93,54
13307,296,77
13308,10,10
13309,22,12
13310,184,68
13311,193,43
13312,85,26
13313,219,58
13314,264,63
13315,73,90
13316,156,55
13317,276,109
13318,6,7
13319,131,59
13320,192,56
13321,142,22
13322,236,63
13323,327,60
13324,83,80
13325,449,59
13326,167,49
13327,278,51
13328,422,74
13329,20,36
13330,224,61
13331,161,55
13332,79,43
13333,243,63
13334,60,61
13335,125,56
13336,269,57
13337,347,67
13338,178,39
13339,78,24
13340,415,101
13341,7,7
13342,66,87
13343,113,70
13344,364,82
13345,184,72
13346,86,63
13347,490,43
13348,21,30
13349,80,58
13350,182,84
13351,97,42
13352,264,72
13353,8,9
13354,81,79
13355,147,53
13356,15,26
13357,20,19
13358,66,38
13359,155,64
13360,189,74
13361,395,66
13362,180,58
13363,129,93
13364,84,61
13365,296,100
13366,335,51
13367,389,98
13368,239,78
13369,157,78
13370,356,101
13371,120,59
13372,30,25
13373,139,38
13374,47,76
13375,216,112
13376,80,81
13377,152,73
13378,65,114
13379,92,60
13380,511,61
13381,289,65
13382,15,29
13383,81,109
13384,128,37
13385,314,87
13386,124,57
13387,173,60
13388,379,66
13389,261,99
13390,145,61
13391,58,105
13392,206,69
13393,356,111
13394,15,10
13395,28,31
13396,152,57
13397,80,59
13398,122,69
13399,55,99
13400,44,21
13401,123,138
13402,396,87
13403,22,28
13404,82,57
13405,347,76
13406,208,77
13407,83,58
13408,472,68
13409,306,59
13410,9,11
13411,8,32
13412,161,109
13413,145,132
13414,132,52
13415,291,88
13416,498,90
13417,23,39
13418,131,96
13419,375,135
13420,461,156
13421,206,75
13422,205,39
13423,103,91
13424,128,85
13425,451,89
13426,197,89
13427,105,74
13428,287,87
13429,107,71
13430,221,124
13431,134,130
13432,315,111
13433,116,88
13434,221,75
13435,53,38
13436,316,154
13437,475,141
13438,7,12
13439,6,13
13440,124,164
13441,531,136
13442,223,86
13443,35,42
13444,214,71
13445,133,85
13446,299,152
13447,132,92
13448,504,165
13449,8,8
13450,20,31
13451,102,82
13452,155,88
13453,261,130
13454,13,31
13455,179,75
13456,178,93
13457,404,97
13458,43,126
13459,162,68
13460,29,46
13461,515,89
13462,54,140
13463,250,84
13464,175,103
13465,15,22
13466,291,98
13467,5,9
13468,19,23
13469,194,81
13470,445,93
13471,92,86
13472,53,51
13473,199,93
13474,375,101
13475,120,191
13476,171,97
13477,173,122
13478,6,17
13479,83,72
13480,273,75
13481,177,72
13482,9,32
13483,229,72
13484,118,42
13485,179,44
13486,68,52
13487,138,79
13488,294,89
13489,259,93
13490,9,39
13491,104,55
13492,242,96
13493,111,63
13494,79,71
13495,172,77
13496,59,69
13497,149,144
13498,121,80
13499,175,109
13500,71,59
13501,48,66
13502,492,104
13503,112,78
13504,291,104
13505,5,5
13506,22,49
13507,107,66
13508,124,54
13509,161,80
13510,215,84
13511,164,101
13512,279,81
13513,23,37
13514,12,33
13515,76,79
13516,205,62
13517,16,14
13518,127,68
13519,375,81
13520,238,81
13521,184,68
13522,144,74
13523,200,61
13524,343,105
13525,262,73
13526,91,109
13527,178,114
13528,287,72
13529,13,11
13530,130,68
13531,321,105
13532,191,65
13533,17,41
13534,148,84
13535,283,74
13536,37,43
13537,252,58
13538,84,44
13539,185,73
13540,242,98
13541,91,44
13542,291,115
13543,17,34
13544,195,84
13545,96,93
13546,51,48
13547,294,103
13548,355,82
13549,249,89
13550,257,91
13551,139,74
13552,375,115
13553,128,74
13554,273,77
13555,241,88
13556,15,17
13557,110,91
13558,459,116
13559,217,94
13560,106,71
13561,233,102
13562,107,114
13563,220,77
13564,160,132
13565,101,108
13566,170,101
13567,701,112
13568,332,149
13569,190,86
13570,408,175
13571,122,73
13572,287,117
13573,242,176
13574,109,117
13575,185,98
13576,331,129
13577,358,127
13578,237,106
13579,110,169
13580,402,101
13581,6,7
13582,115,116
13583,260,135
13584,360,128
13585,91,104
13586,196,95
13587,671,146
13588,108,118
13589,169,114
13590,393,140
13591,348,112
13592,6,14
13593,28,65
13594,153,115
13595,490,175
13596,81,145
13597,380,125
13598,370,123
13599,60,155
13600,203,119
13601,486,168
13602,128,83
13603,442,157
13604,261,118
13605,152,85
13606,493,89
13607,301,173
13608,102,91
13609,170,104
13610,145,127
13611,10,21
13612,320,157
13613,143,115
13614,46,72
13615,116,117
13616,95,105
13617,122,60
13618,220,124
13619,287,121
13620,172,117
13621,372,179
13622,283,128
13623,322,105
13624,23,43
13625,24,43
13626,124,130
13627,241,115
13628,6,5
13629,246,104
13630,57,65
13631,263,100
13632,375,97
13633,15,24
13634,75,70
13635,206,66
13636,188,62
13637,164,62
13638,124,93
13639,248,108
13640,225,97
13641,5,7
13642,23,26
13643,126,61
13644,97,34
13645,298,86
13646,40,26
13647,137,58
13648,76,57
13649,221,92
13650,66,97
13651,61,61
13652,144,57
13653,77,115
13654,119,61
13655,192,105
13656,38,30
13657,326,88
13658,152,101
13659,21,32
13660,23,27
13661,67,68
13662,164,66
13663,140,66
13664,8,16
13665,40,50
13666,266,74
13667,65,61
13668,119,65
13669,139,66
13670,157,73
13671,149,47
13672,86,54
13673,329,106
13674,63,132
13675,152,85
13676,181,59
13677,10,6
13678,101,66
13679,236,109
13680,21,37
13681,78,72
13682,162,75
13683,20,27
13684,145,53
13685,240,104
13686,121,85
13687,7,5
13688,24,34
13689,143,106
13690,163,85
13691,103,104
13692,58,43
13693,141,64
13694,143,70
13695,18,26
13696,215,105
13697,14,29
13698,77,90
13699,197,63
13700,199,66
13701,23,39
13702,22,30
13703,97,73
13704,150,60
13705,51,27
13706,8,6
13707,762,103
13708,498,115
13709,255,97
13710,208,96
13711,488,167
13712,259,98
13713,103,96
13714,240,93
13715,212,94
13716,215,93
13717,201,99
13718,16,22
13719,110,154
13720,255,59
13721,252,85
13722,361,124
13723,96,132
13724,666,104
13725,568,154
13726,12,18
13727,18,21
13728,106,90
13729,418,97
13730,6,6
13731,21,29
13732,69,88
13733,267,115
13734,245,94
13735,131,89
13736,294,94
13737,512,103
13738,273,98
13739,73,94
13740,152,87
13741,185,87
13742,297,101
13743,122,68
13744,170,68
13745,623,144
13746,364,91
13747,174,123
13748,565,143
13749,117,104
13750,393,125
13751,62,102
13752,12,21
13753,102,86
13754,295,81
13755,119,56
13756,7,10
13757,81,106
13758,85,34
13759,284,114
13760,133,60
13761,337,69
13762,369,73
13763,8,28
13764,130,35
13765,180,115
13766,409,64
13767,285,58
13768,390,115
13769,82,50
13770,324,104
13771,141,92
13772,48,25
13773,324,92
13774,103,98
13775,292,108
13776,27,28
13777,171,80
13778,204,64
13779,233,41
13780,60,35
13781,157,48
13782,93,48
13783,136,60
13784,188,58
13785,85,103
13786,217,122
13787,6,6
13788,27,30
13789,438,66
13790,78,32
13791,94,38
13792,418,116
13793,167,76
13794,126,39
13795,381,120
13796,189,38
13797,105,38
13798,123,60
13799,310,44
13800,366,129
13801,314,51
13802,282,40
13803,184,59
13804,148,91
13805,178,76
13806,8,7
13807,132,64
13808,165,65
13809,139,39
13810,105,98
13811,401,125
13812,239,82
13813,290,168
13814,121,77
13815,442,128
13816,207,78
13817,97,47
13818,117,62
13819,59,28
13820,217,50
13821,428,64
13822,224,113
13823,8,10
13824,217,94
13825,562,91
13826,373,94
13827,141,128
13828,176,80
13829,268,80
13830,611,90
13831,308,78
13832,29,8
13833,194,74
13834,206,83
13835,96,124
13836,194,61
13837,217,78
13838,510,87
13839,43,86
13840,170,78
13841,270,83
13842,6,5
13843,183,84
13844,198,80
13845,331,129
13846,130,78
13847,290,151
13848,97,89
13849,56,48
13850,320,78
13851,712,81
13852,5,7
13853,207,81
13854,145,51
13855,528,79
13856,213,59
13857,224,83
13858,124,72
13859,592,166
13860,276,76
13861,174,87
13862,243,84
13863,181,76
13864,517,85
13865,105,64
13866,103,56
13867,133,85
13868,204,67
13869,300,76
13870,134,70
13871,175,81
13872,431,89
13873,4,10
13874,194,87
13875,214,83
13876,98,75
13877,151,79
13878,272,93
13879,205,82
13880,98,118
13881,108,79
13882,295,88
13883,258,106
13884,55,58
13885,104,50
13886,81,65
13887,11,16
13888,176,39
13889,14,14
13890,147,31
13891,109,46
13892,36,41
13893,32,38
13894,109,52
13895,37,40
13896,53,31
13897,123,20
13898,187,54
13899,38,42
13900,151,34
13901,30,16
13902,110,46
13903,53,27
13904,207,52
13905,5,8
13906,105,46
13907,132,40
13908,89,42
13909,50,44
13910,176,48
13911,49,39
13912,179,63
13913,165,52
13914,226,48
13915,9,7
13916,120,49
13917,28,41
13918,279,43
13919,45,38
13920,72,47
13921,164,38
13922,147,36
13923,146,51
13924,127,38
13925,35,8
13926,45,10
13927,158,41
13928,128,50
13929,108,46
13930,121,19
13931,113,45
13932,305,54
13933,46,50
13934,78,38
13935,151,42
13936,159,45
13937,21,31
13938,92,24
13939,142,50
13940,41,33
13941,66,43
13942,119,68
13943,49,43
13944,142,53
13945,163,46
13946,102,49
13947,76,45
13948,114,43
13949,44,53
13950,173,62
13951,6,7
13952,400,86
13953,240,83
13954,242,137
13955,79,80
13956,74,45
13957,243,118
13958,501,97
13959,120,131
13960,364,99
13961,537,98
13962,57,85
13963,386,96
13964,106,91
13965,141,81
13966,463,153
13967,258,113
13968,7,8
13969,279,87
13970,369,82
13971,645,114
13972,82,82
13973,168,75
13974,108,139
13975,520,120
13976,122,84
13977,8,10
13978,165,80
13979,325,111
13980,52,50
13981,220,89
13982,283,94
13983,636,102
13984,168,87
13985,240,81
13986,295,127
13987,7,7
13988,135,81
13989,421,85
13990,337,85
13991,134,78
13992,237,128
13993,123,112
13994,369,95
13995,546,91
13996,73,77
13997,166,76
13998,325,103
13999,79,80
14000,155,86
14001,245,79
14002,55,44
14003,372,86
14004,7,6
14005,247,95
14006,96,79
14007,369,106
14008,189,93
14009,151,98
14010,372,119
14011,21,21
14012,256,70
14013,108,71
14014,387,76
14015,223,96
14016,287,111
14017,9,7
14018,28,28
14019,111,45
14020,145,45
14021,42,43
14022,75,46
14023,67,53
14024,128,45
14025,112,38
14026,27,21
14027,383,41
14028,45,53
14029,128,39
14030,236,59
14031,109,25
14032,224,56
14033,51,42
14034,201,40
14035,230,53
14036,7,6
14037,125,63
14038,65,47
14039,7,25
14040,117,42
14041,101,45
14042,18,4
14043,41,43
14044,30,37
14045,106,64
14046,41,43
14047,78,42
14048,83,44
14049,198,36
14050,43,48
14051,27,19
14052,106,44
14053,141,75
14054,114,48
14055,227,57
14056,126,29
14057,66,19
14058,79,35
14059,163,56
14060,7,8
14061,131,44
14062,233,61
14063,12,25
14064,121,45
14065,51,52
14066,262,45
14067,107,39
14068,406,71
14069,7,31
14070,31,38
14071,209,57
14072,27,16
14073,193,45
14074,60,58
14075,79,26
14076,157,60
14077,49,41
14078,164,59
14079,13,7
14080,117,43
14081,99,20
14082,13,25
14083,155,33
14084,60,63
14085,82,43
14086,234,62
14087,83,38
14088,59,24
14089,115,36
14090,156,42
14091,13,19
14092,32,43
14093,96,47
14094,135,29
14095,137,48
14096,154,63
14097,133,63
14098,98,33
14099,139,21
14100,36,42
14101,127,47
14102,60,54
14103,31,20
14104,135,41
14105,85,23
14106,6,7
14107,231,44
14108,23,6
14109,114,42
14110,179,48
14111,81,42
14112,177,36
14113,56,39
14114,170,44
14115,129,45
14116,110,61
14117,71,67
14118,44,37
14119,85,45
14120,181,65
14121,57,54
14122,119,47
14123,94,40
14124,246,45
14125,97,41
14126,145,41
14127,203,57
14128,105,43
14129,292,60
14130,211,41
14131,171,38
14132,103,41
14133,110,48
14134,168,40
14135,151,42
14136,6,5
14137,190,48
14138,21,5
14139,112,44
14140,79,21
14141,188,63
14142,182,35
14143,87,44
14144,144,46
14145,68,20
14146,81,36
14147,220,36
14148,45,8
14149,5,3
14150,118,43
14151,116,39
14152,18,26
14153,52,34
14154,106,41
14155,203,71
14156,14,18
14157,145,57
14158,250,52
14159,114,49
14160,126,49
14161,81,39
14162,127,46
14163,49,36
14164,33,18
14165,155,60
14166,132,35
14167,80,42
14168,53,65
14169,149,54
14170,108,49
14171,179,53
14172,102,35
14173,154,53
14174,7,8
14175,138,49
14176,84,65
14177,99,44
14178,146,38
14179,133,45
14180,151,43
14181,151,61
14182,80,43
14183,115,58
14184,33,28
14185,125,54
14186,350,45
14187,88,43
14188,195,62
14189,62,20
14190,279,49
14191,95,60
14192,45,43
14193,307,74
14194,5,5
14195,134,41
14196,282,54
14197,21,5
14198,152,46
14199,148,40
14200,88,47
14201,39,44
14202,66,23
14203,22,20
14204,123,35
14205,30,24
14206,255,49
14207,96,41
14208,126,47
14209,194,61
14210,129,41
14211,76,37
14212,163,39
14213,113,24
14214,23,16
14215,72,56
14216,107,37
14217,39,52
14218,28,22
14219,125,40
14220,122,30
14221,80,22
14222,10,7
14223,90,43
14224,83,35
14225,87,39
14226,36,38
14227,88,31
14228,75,42
14229,100,39
14230,31,14
14231,119,59
14232,243,52
14233,120,38
14234,55,37
14235,34,33
14236,77,51
14237,24,17
14238,101,41
14239,127,56
14240,36,40
14241,146,25
14242,80,44
14243,167,22
14244,169,63
14245,43,49
14246,121,44
14247,172,39
14248,248,54
14249,124,46
14250,7,5
14251,268,90
14252,521,85
14253,137,82
14254,112,120
14255,324,134
14256,227,117
14257,534,82
14258,98,51
14259,148,63
14260,341,69
14261,104,65
14262,293,109
14263,68,48
14264,185,68
14265,327,122
14266,120,66
14267,272,73
14268,319,119
14269,106,61
14270,217,74
14271,361,110
14272,7,7
14273,427,74
14274,130,30
14275,327,108
14276,141,71
14277,272,122
14278,109,98
14279,174,66
14280,385,106
14281,137,51
14282,193,56
14283,193,75
14284,257,122
14285,140,60
14286,150,46
14287,6,7
14288,157,58
14289,143,73
14290,262,78
14291,255,123
14292,255,76
14293,299,68
14294,169,68
14295,302,105
14296,79,63
14297,201,57
14298,185,65
14299,205,70
14300,288,74
14301,311,94
14302,233,62
14303,309,82
14304,321,67
14305,273,62
14306,7,7
14307,178,65
14308,404,87
14309,298,101
14310,154,62
14311,263,60
14312,123,53
14313,223,85
14314,105,60
14315,239,78
14316,41,38
14317,189,133
14318,7,7
14319,139,60
14320,144,73
14321,96,41
14322,118,42
14323,216,52
14324,102,55
14325,63,21
14326,89,45
14327,81,22
14328,55,57
14329,79,48
14330,107,46
14331,227,35
14332,295,36
14333,59,17
14334,92,65
14335,56,57
14336,9,35
14337,128,54
14338,86,39
14339,105,38
14340,201,66
14341,96,58
14342,39,53
14343,109,33
14344,49,40
14345,68,48
14346,173,42
14347,59,59
14348,73,42
14349,123,66
14350,145,65
14351,141,48
14352,5,4
14353,139,69
14354,89,38
14355,194,52
14356,108,39
14357,152,64
14358,146,49
14359,80,42
14360,117,36
14361,36,38
14362,45,37
14363,108,37
14364,6,8
14365,134,53
14366,204,63
14367,148,77
14368,137,58
14369,236,66
14370,206,71
14371,109,52
14372,63,70
14373,273,58
14374,215,73
14375,72,57
14376,165,53
14377,244,63
14378,342,59
14379,168,75
14380,64,76
14381,310,78
14382,55,30
14383,83,29
14384,148,56
14385,78,87
14386,83,56
14387,235,56
14388,46,63
14389,110,60
14390,69,26
14391,85,51
14392,476,66
14393,287,70
14394,54,57
14395,215,55
14396,7,9
14397,109,53
14398,39,49
14399,122,44
14400,127,54
14401,155,57
14402,243,67
14403,291,57
14404,145,68
14405,86,58
14406,463,57
14407,35,60
14408,82,52
14409,140,55
14410,31,60
14411,166,67
14412,132,47
14413,77,48
14414,10,10
14415,138,55
14416,37,54
14417,42,26
14418,309,78
14419,125,60
14420,46,49
14421,109,51
14422,78,51
14423,67,48
14424,180,62
14425,76,58
14426,97,55
14427,275,71
14428,8,10
14429,38,50
14430,113,53
14431,67,45
14432,197,58
14433,44,46
14434,122,52
14435,138,51
14436,161,59
14437,199,70
14438,252,75
14439,218,64
14440,41,26
14441,227,65
14442,133,58
14443,56,51
14444,73,47
14445,157,48
14446,9,10
14447,98,55
14448,62,68
14449,42,24
14450,159,65
14451,218,55
14452,31,54
14453,42,51
14454,69,56
14455,177,76
14456,135,35
14457,13,23
14458,74,29
14459,180,62
14460,111,59
14461,68,60
14462,80,51
14463,289,89
14464,293,61
14465,75,53
14466,37,61
14467,133,50
14468,330,77
14469,65,82
14470,284,68
14471,93,63
14472,169,64
14473,115,59
14474,80,53
14475,173,54
14476,46,59
14477,78,55
14478,282,60
14479,7,7
14480,79,52
14481,351,84
14482,89,60
14483,99,103
14484,152,66
14485,53,27
14486,313,47
14487,192,88
14488,222,86
14489,306,78
14490,10,13
14491,57,57
14492,150,58
14493,57,53
14494,192,51
14495,100,60
14496,283,61
14497,7,12
14498,72,43
14499,251,75
14500,297,69
14501,252,60
14502,65,53
14503,149,60
14504,129,57
14505,50,54
14506,187,57
14507,60,48
14508,41,24
14509,248,58
14510,46,51
14511,183,71
14512,136,65
14513,185,72
14514,14,22
14515,281,86
14516,71,56
14517,166,57
14518,95,60
14519,91,28
14520,188,82
14521,86,70
14522,36,23
14523,195,81
14524,67,61
14525,190,89
14526,8,12
14527,50,56
14528,87,61
14529,130,52
14530,42,56
14531,170,53
14532,103,68
14533,62,53
14534,233,86
14535,79,56
14536,249,60
14537,78,67
14538,85,52
14539,229,65
14540,6,9
14541,87,79
14542,182,73
14543,147,75
14544,151,56
14545,295,81
14546,115,48
14547,86,77
14548,142,92
14549,82,50
14550,198,80
14551,196,115
14552,166,84
14553,141,76
14554,286,75
14555,51,75
14556,90,69
14557,487,80
14558,132,76
14559,181,68
14560,88,74
14561,303,75
14562,165,68
14563,103,71
14564,107,61
14565,92,89
14566,154,99
14567,57,71
14568,4,7
14569,69,74
14570,85,69
14571,154,71
14572,186,79
14573,17,29
14574,155,81
14575,113,71
14576,240,109
14577,292,90
14578,16,31
14579,225,78
14580,115,156
14581,215,107
14582,193,71
14583,16,29
14584,148,112
14585,130,75
14586,229,145
14587,106,67
14588,140,74
14589,86,71
14590,180,76
14591,62,83
14592,292,86
14593,109,72
14594,221,75
14595,115,76
14596,150,166
14597,72,89
14598,88,81
14599,282,86
14600,148,74
14601,107,75
14602,389,76
14603,4,7
14604,164,188
14605,195,103
14606,110,73
14607,104,89
14608,109,91
14609,278,87
14610,201,97
14611,62,80
14612,254,71
14613,361,146
14614,82,81
14615,350,106
14616,240,110
14617,5,6
14618,171,66
14619,494,90
14620,36,64
14621,38,53
14622,450,79
14623,242,182
14624,4,7
14625,81,83
14626,198,102
14627,78,103
14628,192,73
14629,417,81
14630,63,81
14631,127,129
14632,72,95
14633,70,80
14634,258,75
14635,41,55
14636,198,149
14637,81,74
14638,96,52
14639,144,167
14640,128,75
14641,60,72
14642,155,71
14643,99,62
14644,233,53
14645,5,10
14646,242,91
14647,285,77
14648,128,138
14649,76,65
14650,99,74
14651,298,109
14652,136,83
14653,70,82
14654,215,90
14655,10,30
14656,214,74
14657,74,64
14658,156,68
14659,160,67
14660,196,157
14661,71,46
14662,380,129
14663,36,55
14664,488,89
14665,159,87
14666,149,83
14667,164,58
14668,121,92
14669,43,58
14670,172,89
14671,205,78
14672,203,132
14673,4,5
14674,140,75
14675,111,87
14676,43,74
14677,41,57
14678,500,89
14679,66,74
14680,160,81
14681,142,110
14682,267,77
14683,112,59
14684,273,79
14685,121,98
14686,178,149
14687,116,48
14688,103,83
14689,33,76
14690,154,89
14691,5,5
14692,126,81
14693,47,71
14694,95,72
14695,151,72
